"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","EE","Estonia",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","EL","Greece",1160.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","ES","Spain",54.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","FI","Finland",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","FR","France",41.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","HR","Croatia",400.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","HU","Hungary",1173.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","IE","Ireland",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","IT","Italy",2295.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","LT","Lithuania",328.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","LV","Latvia",56.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","MT","Malta",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","NL","Netherlands",8.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","NO","Norway",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","PL","Poland",602.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","PT","Portugal",8.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","RO","Romania",306.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","SE","Sweden",7.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","SI","Slovenia",85.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates","N","2021","SK","Slovakia",91.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","AT","Austria",10.666666660,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","BE","Belgium",5.228758160,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","BG","Bulgaria",81.566820270,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","CY","Cyprus",89.719626160,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","CZ","Czechia",50.819672130,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","DE","Germany",4.189435330,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","DK","Denmark",7.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","EE","Estonia",-,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","EL","Greece",91.410559490,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","ES","Spain",58.064516120,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","FI","Finland",2.127659570,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","FR","France",6.092124810,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","HR","Croatia",98.765432090,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","HU","Hungary",81.799163170,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","IE","Ireland",3.125000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","IS","Iceland",-,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","IT","Italy",85.094549490,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","LT","Lithuania",93.447293440,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","LU","Luxembourg",-,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","LV","Latvia",68.292682920,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","MT","Malta",-,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","NL","Netherlands",4.188481670,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","NO","Norway",2.380952380,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","PL","Poland",74.137931030,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","PT","Portugal",12.500000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","RO","Romania",91.071428570,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","SE","Sweden",5.072463760,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","SI","Slovenia",68.548387090,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","R - resistant isolates, percentage  ","%","2021","SK","Slovakia",61.904761900,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","AT","Austria",62.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","BE","Belgium",145.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","BG","Bulgaria",40.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","CY","Cyprus",22.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","CZ","Czechia",60.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","DE","Germany",493.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","DK","Denmark",93.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","EE","Estonia",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","EL","Greece",109.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","ES","Spain",39.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","FI","Finland",46.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","FR","France",631.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","HR","Croatia",4.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","HU","Hungary",261.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","IE","Ireland",62.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","IS","Iceland",8.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","IT","Italy",400.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","LT","Lithuania",23.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","LU","Luxembourg",8.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","LV","Latvia",26.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","MT","Malta",16.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","NL","Netherlands",183.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","NO","Norway",41.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","PL","Poland",210.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","PT","Portugal",56.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","RO","Romania",30.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","SE","Sweden",131.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","SI","Slovenia",39.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","S - susceptible isolates","N","2021","SK","Slovakia",56.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","AT","Austria",75.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","BE","Belgium",153.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","BG","Bulgaria",217.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","CY","Cyprus",214.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","CZ","Czechia",122.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","DE","Germany",549.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","DK","Denmark",100.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","EE","Estonia",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","EL","Greece",1269.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","ES","Spain",93.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","FI","Finland",47.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","FR","France",673.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","HR","Croatia",405.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","HU","Hungary",1434.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","IE","Ireland",64.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","IS","Iceland",8.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","IT","Italy",2697.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","LT","Lithuania",351.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","LU","Luxembourg",8.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","LV","Latvia",82.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","MT","Malta",16.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","NL","Netherlands",191.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","NO","Norway",42.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","PL","Poland",812.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","PT","Portugal",64.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","RO","Romania",336.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","SE","Sweden",138.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","SI","Slovenia",124.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Aminoglycosides","Total tested isolates","N","2021","SK","Slovakia",147.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","AT","Austria",7.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","BE","Belgium",3.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","BG","Bulgaria",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","CY","Cyprus",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","DE","Germany",4.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","DK","Denmark",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","EE","Estonia",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","EL","Greece",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","ES","Spain",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","FI","Finland",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","FR","France",3.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","HR","Croatia",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","HU","Hungary",5.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","IE","Ireland",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","IT","Italy",26.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","LT","Lithuania",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","LV","Latvia",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","MT","Malta",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","NL","Netherlands",4.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","NO","Norway",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","PL","Poland",15.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","PT","Portugal",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","RO","Romania",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","SE","Sweden",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","SI","Slovenia",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2021","SK","Slovakia",4.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","AT","Austria",7.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","BE","Belgium",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","BG","Bulgaria",169.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","CY","Cyprus",199.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","CZ","Czechia",65.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","DE","Germany",26.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","DK","Denmark",6.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","EE","Estonia",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","EL","Greece",1335.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","ES","Spain",53.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","FI","Finland",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","FR","France",22.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","HR","Croatia",405.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","HU","Hungary",1199.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","IE","Ireland",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","IT","Italy",2376.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","LT","Lithuania",346.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","LV","Latvia",65.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","MT","Malta",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","NL","Netherlands",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","NO","Norway",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","PL","Poland",683.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","PT","Portugal",7.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","RO","Romania",361.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","SE","Sweden",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","SI","Slovenia",83.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates","N","2021","SK","Slovakia",82.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates, percentage  ","%","2021","AT","Austria",10.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates, percentage  ","%","2021","BE","Belgium",1.197604790,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates, percentage  ","%","2021","BG","Bulgaria",77.880184330,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates, percentage  ","%","2021","CY","Cyprus",92.129629620,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates, percentage  ","%","2021","CZ","Czechia",53.278688520,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates, percentage  ","%","2021","DE","Germany",4.297520660,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates, percentage  ","%","2021","DK","Denmark",5.882352940,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates, percentage  ","%","2021","EE","Estonia",-,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","R - resistant isolates, percentage  ","%","2021","EL","Greece",96.949891060,""
