HealthTopic;Population;Indicator;Unit;Time;RegionCode;RegionName;NumValue;TxtValue
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;IT;Italy;85,09454949;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;LT;Lithuania;93,44729344;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;LU;Luxembourg;-;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;LV;Latvia;68,29268292;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;MT;Malta;-;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;NL;Netherlands;4,18848167;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;NO;Norway;2,38095238;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;PL;Poland;74,13793103;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;PT;Portugal;12,5;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;RO;Romania;91,07142857;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;SE;Sweden;5,07246376;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;SI;Slovenia;68,54838709;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;SK;Slovakia;61,9047619;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;AT;Austria;62;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;BE;Belgium;145;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;BG;Bulgaria;40;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;CY;Cyprus;22;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;CZ;Czechia;60;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;DE;Germany;493;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;DK;Denmark;93;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;EE;Estonia;1;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;EL;Greece;109;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;ES;Spain;39;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;FI;Finland;46;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;FR;France;631;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;HR;Croatia;4;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;HU;Hungary;261;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;IE;Ireland;62;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;IS;Iceland;8;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;IT;Italy;400;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;LT;Lithuania;23;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;LU;Luxembourg;8;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;LV;Latvia;26;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;MT;Malta;16;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;NL;Netherlands;183;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;NO;Norway;41;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;PL;Poland;210;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;PT;Portugal;56;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;RO;Romania;30;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;SE;Sweden;131;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;SI;Slovenia;39;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;S - susceptible isolates;N;2021;SK;Slovakia;56;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;AT;Austria;75;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;BE;Belgium;153;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;BG;Bulgaria;217;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;CY;Cyprus;214;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;CZ;Czechia;122;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;DE;Germany;549;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;DK;Denmark;100;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;EE;Estonia;2;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;EL;Greece;1269;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;ES;Spain;93;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;FI;Finland;47;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;FR;France;673;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;HR;Croatia;405;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;HU;Hungary;1434;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;IE;Ireland;64;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;IS;Iceland;8;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;IT;Italy;2697;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;LT;Lithuania;351;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;LU;Luxembourg;8;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;LV;Latvia;82;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;MT;Malta;16;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;NL;Netherlands;191;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;NO;Norway;42;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;PL;Poland;812;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;PT;Portugal;64;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;RO;Romania;336;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;SE;Sweden;138;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;SI;Slovenia;124;
Antimicrobial resistance;Acinetobacter spp.|Aminoglycosides;Total tested isolates;N;2021;SK;Slovakia;147;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;AT;Austria;7;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;BE;Belgium;3;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;BG;Bulgaria;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;CY;Cyprus;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;CZ;Czechia;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;DE;Germany;4;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;DK;Denmark;1;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;EE;Estonia;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;EL;Greece;2;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;ES;Spain;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;FI;Finland;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;FR;France;3;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;HR;Croatia;1;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;HU;Hungary;5;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;IE;Ireland;1;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;IS;Iceland;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;IT;Italy;26;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;LT;Lithuania;2;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;LU;Luxembourg;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;LV;Latvia;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;MT;Malta;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;NL;Netherlands;4;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;NO;Norway;1;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;PL;Poland;15;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;PT;Portugal;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;RO;Romania;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;SE;Sweden;2;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;SI;Slovenia;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;I - 'susceptible, increased exposure' isolates ;N;2021;SK;Slovakia;4;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;AT;Austria;7;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;BE;Belgium;2;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;BG;Bulgaria;169;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;CY;Cyprus;199;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;CZ;Czechia;65;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;DE;Germany;26;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;DK;Denmark;6;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;EE;Estonia;1;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;EL;Greece;1335;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;ES;Spain;53;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;FI;Finland;1;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;FR;France;22;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;HR;Croatia;405;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;HU;Hungary;1199;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;IE;Ireland;1;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;IS;Iceland;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;IT;Italy;2376;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;LT;Lithuania;346;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;LU;Luxembourg;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;LV;Latvia;65;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;MT;Malta;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;NL;Netherlands;1;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;NO;Norway;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;PL;Poland;683;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;PT;Portugal;7;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;RO;Romania;361;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;SE;Sweden;1;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;SI;Slovenia;83;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates;N;2021;SK;Slovakia;82;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;AT;Austria;10;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;BE;Belgium;1,19760479;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;BG;Bulgaria;77,88018433;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;CY;Cyprus;92,12962962;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;CZ;Czechia;53,27868852;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;DE;Germany;4,29752066;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;DK;Denmark;5,88235294;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;EE;Estonia;-;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;EL;Greece;96,94989106;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;ES;Spain;56,98924731;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;FI;Finland;2,12765957;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;FR;France;3,05555555;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;HR;Croatia;99,5085995;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;HU;Hungary;82,97577854;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;IE;Ireland;1,51515151;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;IS;Iceland;-;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;IT;Italy;86,90563277;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;LT;Lithuania;96,11111111;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;LU;Luxembourg;-;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;LV;Latvia;79,26829268;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;MT;Malta;-;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;NL;Netherlands;0,54054054;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;NO;Norway;0;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;PL;Poland;82,68765133;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;PT;Portugal;10,44776119;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;RO;Romania;93,52331606;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;SE;Sweden;0,72463768;
Antimicrobial resistance;Acinetobacter spp.|Carbapenems;R - resistant isolates, percentage  ;%;2021;SI;Slovenia;66,93548387;
